Subject,Title,Author,ISBN,Price,Currency,Pages,Publication_Year,Category,Image_URL,Book_URL,Description,Updated_At,Discount,Visible,Publisher
General,The Handbook Of Social And Political Conflict,Samoilenko,9781119895497,190.95,USD,480,2025,General,/images/books/9781119895497.webp,,"A comprehensive and interdisciplinary guide to understanding modern conflict, The Handbook of Social and Political Conflict examines the causes, dynamics, and consequences of social and political tensions through perspectives from sociology, political science, psychology, communication, and conflict studies. Covering topics such as political polarization, cancel culture, information warfare, media influence, AI, and peacebuilding, the book combines cutting-edge research with practical conflict resolution strategies. Ideal for students, researchers, policymakers, and professionals, it offers valuable insights into navigating and addressing the complex conflicts shaping today’s world.",2026-05-21T09:43:14.093Z,20,TRUE,Wiley
Health,"Recognizing And Correcting Developing Malocclusions - A Problem-Oriented Approach To Orthodontics, Second Edition",Araújo,9781119912545,174.95,USD,352,2025,General,/images/books/9781119912545.webp,,"An evidence-based guide to early orthodontic intervention, Recognizing and Correcting Developing Malocclusions, Second Edition helps clinicians identify, assess, and manage developing dental and skeletal irregularities in children. Covering Class I, II, and III malocclusions, eruptive deviations, missing teeth, dental trauma, and sleep apnea, the book combines comprehensive research with practical treatment protocols, detailed case analyses, and modern diagnostic approaches. Richly illustrated with clinical photographs, tables, and 3D visuals, it serves as an essential resource for orthodontists, pediatric dentists, residents, and clinicians involved in mixed-dentition treatment planning.",2026-05-21T09:44:32.444Z,20,TRUE,Wiley
Engineering,Condition-Based Maintenance And Residual Life Prediction,Singh,9781119933120,235.95,USD,304,2025,Engineering,/images/books/9781119933120.webp,,"Condition-Based Maintenance and Residual Life Prediction provides a practical overview of predictive maintenance techniques using vibration data analysis to monitor machine health, detect faults, and estimate equipment life. Covering issues such as shaft cracks, misalignment, and vibration-based diagnostics, the book presents modelling approaches and maintenance strategies that help improve reliability, reduce downtime, and support efficient condition-based maintenance in industrial systems.",2026-05-21T09:45:56.620Z,20,TRUE,Wiley
Engineering,Electric Machinery And Drives: An Electromagnetics Perspective,Demerdash,9781119985723,152.95,USD,544,2025,Engineering,/images/books/9781119985723.webp,,"Electric Machinery and Drives: An Electromagnetics Perspective offers a comprehensive introduction to electric machinery, variable speed drives, and motor control systems from an electromagnetics perspective. Covering topics such as induction machines, synchronous machines, power electronics, magnetic circuits, electromechanical energy conversion, and advanced control techniques, the book combines theoretical foundations with practical design and control applications. Enhanced with solution manuals and video animations, it is an essential resource for electrical engineering students, researchers, and professionals working in automation, automotive, aerospace, and power systems engineering.",2026-05-21T09:47:34.975Z,20,TRUE,Wiley
General,"Essentials Of Assessing Infants, Toddlers, And Preschoolers",Dale,9781394152070,58.95,USD,288,2025,General,/images/books/9781394152070.webp,,"Essentials of Assessing Infants, Toddlers, and Pre-Schoolers is a practical, clinician-focused guide to assessing children from birth to five years of age. Covering developmental, psychological, and behavioral evaluations, the book provides up-to-date assessment techniques, intervention planning guidance, and strategies for working with children with complex medical or developmental conditions. Written in an accessible format with key points, illustrations, and practical tools, it is an essential resource for psychologists, pediatricians, speech-language pathologists, and early childhood assessment professionals.",2026-05-21T09:48:50.447Z,20,TRUE,Wiley
Chemistry,"The Science Of Cooking: Understanding The Biology And Chemistry Behind Food And Cooking, 2Nd Edition",Provost,9781394158218,83.95,USD,624,2025,General,/images/books/9781394158218.webp,,"The Science of Cooking: Understanding the Biology and Chemistry Behind Food and Cooking uses food and cooking to make chemistry, biology, and biochemistry easy to understand through practical, real-world examples. Featuring hands-on experiments, inquiry-based cooking labs, recipes with scientific explanations, and interactive learning activities, the book helps readers explore the molecular science behind everyday cooking processes. Ideal for students, aspiring chefs, nutrition professionals, and science learners, it combines foundational scientific concepts with engaging culinary applications.",2026-05-21T09:50:21.192Z,20,TRUE,Wiley
Chemistry,Toxicological Assessment Of Combined Chemicals In The Environment,Pei,9781394158324,226.95,USD,416,2025,General,/images/books/9781394158324.webp,,"Toxicological Assessment of Combined Chemicals in the Environment explores the behaviour, interaction, and toxic effects of chemical mixtures in the environment, focusing on pollutants such as heavy metals, pesticides, persistent organic pollutants, and pharmaceutical contaminants. The book covers exposure pathways, molecular toxicity mechanisms, toxicological research models, and computational hazard assessment methods, providing a multidisciplinary approach to environmental risk evaluation. It is an essential reference for researchers, toxicologists, students, and policymakers involved in environmental health, pollution control, and chemical safety assessment.",2026-05-21T09:52:32.888Z,20,TRUE,Wiley
Chemistry,Green Technologies For Industrial Contaminants,Kapoor,9781394159284,260.95,USD,284,2025,General,/images/books/9781394159284.webp,,"Green Technologies for Industrial Contaminants explores sustainable and eco-friendly approaches for treating industrial pollutants and wastewater. Focusing on the combined use of biochar and microorganisms such as bacteria, algae, and fungi, the book examines innovative methods for removing dyes, heavy metals, and hazardous chemicals from industrial effluents. Addressing global challenges like water scarcity, pollution, and waste management, it provides valuable insights into sustainable contaminant remediation, bioenergy production, and green industrial practices for researchers, environmental scientists, and industry professionals.",2026-05-21T09:53:44.344Z,20,TRUE,Wiley
General,"Essential Mass Communication: Convergence, Culture, And Media Literacy",Dimarco,9781394162956,63.95,USD,608,2025,General,/images/books/9781394162956.webp,,"Essential Mass Communication: Convergence, Culture, and Media Literacy provides a comprehensive introduction to mass communication, media literacy, and communication technologies while exploring how media shapes culture and society. Covering topics such as journalism, advertising, storytelling, filmmaking, strategic communication, ethics, and media convergence, the book combines theoretical concepts with practical career-focused insights and real-world examples. Designed for students and aspiring media professionals, it helps readers develop critical analysis skills and understand the evolving landscape of modern communication and digital media.",2026-05-21T09:54:59.224Z,20,TRUE,Wiley
General,The Handbook Of Mental Health Communication,C. Yzer,9781394179862,200.95,USD,528,2025,General,/images/books/9781394179862.webp,,"A comprehensive and transdisciplinary resource, The Handbook of Mental Health Communication explores how mass communication influences mental health awareness, promotion, and outcomes. Bringing together insights from public health, psychology, psychopathology, and communication studies, the book examines how people process mental health information and how media messages shape perceptions, behaviors, and stigma surrounding mental illness. With contributions from leading scholars, it provides evidence-based perspectives on mental health communication strategies, making it an essential reference for students, researchers, educators, and health communication professionals.",2026-05-21T09:56:08.144Z,20,TRUE,Wiley
Engineering,Problem Solving In Engineering: Analytical Mathematics And Numerical Analysis,Glasgow,9781394179985,167.95,USD,560,2025,Engineering,/images/books/9781394179985.webp,,"Problem Solving in Engineering is a practical guide to analytical and numerical methods used in engineering and applied sciences. Covering differential equations, computational modelling, signal analysis, and problem formulation, the book combines mathematical principles with real-world engineering applications across multiple disciplines. With updated examples and interdisciplinary case studies, it is a valuable resource for students, researchers, and engineering professionals looking to enhance their technical problem-solving abilities.",2026-05-21T09:57:11.597Z,20,TRUE,Wiley
General,"The Handbook Of International Crisis And Risk Communication Research, 2Nd Edition",Schwarz,9781394180806,200.95,USD,720,2025,General,/images/books/9781394180806.webp,,"A comprehensive and globally focused resource, The Handbook of International Crisis and Risk Communication Research explores how communication strategies shape the management of modern crises such as pandemics, climate disasters, political conflicts, and misinformation. Bringing together interdisciplinary perspectives from communication, public relations, and social sciences, the book examines crisis awareness, public response, resilience, and recovery across different cultural and international contexts. Updated with insights on COVID-19, climate change, the Ukraine war, and digital media challenges, it serves as an essential guide for researchers, students, crisis managers, and communication professionals navigating today’s complex global risks.",2026-05-21T09:59:34.104Z,20,TRUE,Wiley
Engineering,Quantum Dot Display Science And Technology,Alivisatos,9781394181858,151.94,USD,512,2025,Engineering,/images/books/9781394181858.webp,,"Quantum Dot Display Science and Technology provides a comprehensive overview of quantum dot (QD)-based display technologies, covering the science, materials, fabrication methods, and applications behind next-generation displays. The book explores quantum dot photoluminescent and electroluminescent technologies used in LCDs, OLEDs, and μLEDs, while also examining QD synthesis, display panel processing, lighting, and photodetector applications. Supported with illustrations, tables, and process flow charts, it serves as a valuable resource for researchers, engineers, and professionals working in display technology, consumer electronics, and advanced materials science.",2026-05-21T10:01:03.255Z,20,TRUE,Wiley
Science,Applications Of Diamond-Like Carbon Coatings,Zia,9781394189113,215.95,USD,448,2025,General,/images/books/9781394189113.webp,,"Applications of Diamond-like Carbon Coatings provides a comprehensive overview of the latest developments and practical applications of diamond-like carbon (DLC) coatings in fields such as transportation, medicine, electronics, energy storage, and advanced manufacturing. Covering topics like tribology, green lubrication, biomedical implants, MEMS, optical devices, and sustainable engineering, the book also explores emerging trends, including AI-driven material informatics and carbon circularity. Blending cutting-edge research with real-world industrial insights, it serves as a valuable resource for researchers, engineers, scientists, and postgraduate students working in materials science and surface engineering.",2026-05-21T10:02:28.782Z,20,TRUE,Wiley
Engineering,"Smart Cyber-Physical Power Systems, Volume 1 - Fundamental Concepts, Challenges, And Solutions",Parizad,9781394191499,138.95,USD,800,2025,Engineering,/images/books/9781394191499.webp,,"A comprehensive guide to the evolving world of smart cyber-physical power systems, this book explores how advanced technologies such as AI, IoT, blockchain, edge computing, big data, and quantum computing are transforming modern energy infrastructure. Covering smart grids, microgrids, energy management, cybersecurity, resiliency, and distributed control strategies, it provides foundational concepts, major challenges, and innovative solutions for building intelligent, secure, and sustainable power systems. Ideal for researchers, engineers, and industry professionals, the book offers valuable insights into the future of adaptive and interconnected energy networks.",2026-05-21T10:03:43.582Z,20,TRUE,Wiley
Computer Science,Cyber-Physical Systems For Innovating And Transforming Society 5.0,Choudhury,9781394197712,204.95,USD,288,2025,Computer,/images/books/9781394197712.webp,,"A forward-looking exploration of Society 5.0, this book examines how cyber-physical systems, artificial intelligence, and data-driven technologies are transforming modern society through the integration of cyberspace and the physical world. Covering areas such as image processing, natural language processing, computer vision, sentiment analysis, smart healthcare, intelligent infrastructure, legal systems, and innovative agriculture, it highlights practical applications and emerging technologies that promote inclusive growth and solve socio-economic challenges. Designed for researchers, engineers, and students, the book provides valuable insights into building a smarter, interconnected, and human-centered future.",2026-05-21T10:05:08.212Z,20,TRUE,Wiley
Engineering,Smart Factories For Industry 5.0 Transformation,Nidhya,9781394199952,204.95,USD,368,2025,Engineering,/images/books/9781394199952.webp,,"A comprehensive guide to Industry 5.0 and smart factory technologies, this book explores how artificial intelligence, robotics, IoT, big data, and automation are transforming modern manufacturing and industrial operations. Covering design principles, operational strategies, sustainability, and human-machine collaboration, it highlights the role of smart factories in improving efficiency, quality, and innovation across industries. Combining technical insights with real-world applications and discussions on global supply chains and socioeconomic impact, the book is a valuable resource for researchers, engineers, technologists, and professionals working in advanced industrial systems.",2026-05-21T10:06:37.383Z,20,TRUE,Wiley
General,Sustainable Nanomaterials For Treatment And Diagnosis Of Infectious Diseases,Chokkareddy,9781394200016,235.95,USD,464,2025,General,/images/books/9781394200016.webp,,"A comprehensive exploration of sustainable nanotechnology in infectious disease management, this book examines how advanced nanomaterials can improve the diagnosis, treatment, and prevention of infectious diseases. Covering topics such as nano-drug delivery systems, nanotheranostics, vaccines, biosensors, green synthesis techniques, and biocompatibility, it highlights innovative approaches for tackling multidrug-resistant pathogens and enhancing treatment precision. Combining scientific foundations with practical healthcare applications, the book serves as a valuable resource for researchers, healthcare professionals, and students working in nanotechnology, medicine, and sustainable biomedical engineering.",2026-05-21T10:12:16.099Z,20,TRUE,Wiley
Engineering,Mobile Communication Systems For Private Networks,Balasubramanian,9781394201785,143.95,USD,640,2025,Engineering,/images/books/9781394201785.webp,,"A practical guide to enterprise wireless communications, Mobile Communication Systems for Private Networks explores the design, deployment, and management of private 4G and 5G networks for businesses and industrial environments. Covering topics such as network architecture, IP connectivity, standards, cellular operations, and reliable indoor and outdoor connectivity, the book highlights the growing role of private mobile networks in modern enterprises. Designed for engineers, network operators, researchers, and technology professionals, it provides valuable insights into current developments and future challenges in private wireless communication systems.",2026-05-21T10:13:25.923Z,20,TRUE,Wiley
Chemistry,"Pharmacognosy And Phytochemistry: Principles, Techniques, And Clinical Applications",Odoh,9781394203659,241.95,USD,496,2025,General,/images/books/9781394203659.webp,,"A comprehensive introduction to plant-based medicines and natural product research, Pharmacognosy and Phytochemistry explores the principles, applications, and modern advancements in pharmacognosy and phytochemistry. Covering topics such as crude drug classification, extraction techniques, ethnopharmacology, herbal drug analysis, plant secondary metabolites, biotechnology, and molecular pharmacognosy, the book combines traditional medicinal knowledge with contemporary scientific approaches. Designed for students, researchers, and healthcare professionals, it serves as a valuable resource for understanding the therapeutic potential and scientific development of natural and plant-derived compounds.",2026-05-21T10:14:26.007Z,20,TRUE,Wiley
Engineering,Model-Based Product Line Engineering (Mbple) - The Feature-Based Path To Product Lines Success,Forlingieri,9781394204663,138.95,USD,336,2025,Engineering,/images/books/9781394204663.webp,,"A practical and foundational guide to integrating model-based systems engineering (MBSE) with product line engineering (PLE), Model-Based Product Line Engineering (MBPLE) explores how model-centric approaches can improve system reuse, engineering efficiency, and digital transformation. Covering both technical and managerial perspectives, the book discusses MBPLE concepts, SysML v2 implementation, engineering processes, change management, and real-world deployment challenges. Featuring diagrams, code snippets, and industry-focused guidance, it serves as a valuable resource for system engineers, managers, and organizations adopting modern model-based engineering practices.",2026-05-21T10:15:37.492Z,20,TRUE,Wiley
Science,"Decontamination And Device Processing In Healthcare, 2Nd Edition",Mcdonnell,9781394206162,113.95,USD,480,2025,Medical,/images/books/9781394206162.webp,,"A comprehensive guide to infection prevention and safe medical device reprocessing, Decontamination and Device Processing in Healthcare explores the principles, standards, and best practices involved in cleaning, disinfection, and sterilization within healthcare environments. Updated with the latest international regulations and guidelines, the book covers topics such as infection control, surgical suite management, microbiology, endoscopy, quality management, and patient safety. Designed for healthcare professionals, educators, and administrators, it serves as an essential resource for ensuring effective device processing and reducing healthcare-associated infections.",2026-05-21T10:16:56.133Z,20,TRUE,Wiley
Engineering,Fundamentals Of O-Ran,Tripathi,9781394206803,138.95,USD,336,2025,Engineering,/images/books/9781394206803.webp,,"A comprehensive guide to Open RAN technology, Fundamentals of O-RAN explores the evolution, architecture, security, ecosystem, and future of open and virtualized radio access networks for 5G and beyond. Covering topics such as xApps, rApps, software-defined networking, virtualization, and O-RAN system integration, the book combines theoretical concepts with practical hands-on learning resources. Designed for students, researchers, and wireless network professionals, it provides valuable insights into building, testing, and managing next-generation open cellular network infrastructures.",2026-05-21T10:18:18.692Z,20,TRUE,Wiley
General,"4D Printing Technology - Principles, Materials And Application",Samal,9781394212583,235.96,USD,368,2025,General,/images/books/9781394212583.webp,,"A detailed guide to next-generation additive manufacturing, 4D Printing Technology: Principles, Materials and Applications explores how smart materials and advanced printing processes create adaptive, shape-changing structures. Covering topics such as smart polymers, reinforced materials, micro and nano-scale printing, stimuli-responsive systems, and applications in healthcare, aerospace, robotics, and photonics, the book provides both foundational knowledge and insights into recent innovations. Designed for researchers, engineers, materials scientists, and manufacturing professionals, it offers a comprehensive overview of the principles, technologies, and future potential of 4D printing.",2026-05-21T10:21:15.243Z,20,TRUE,Wiley
Mathematics & Statistics,Mathematics For Engineers,Shrivastava,9781394214587,204.94,USD,576,2025,Engineering,/images/books/9781394214587.webp,,"A practical and accessible resource, Mathematics for Engineers provides a comprehensive foundation in essential mathematical concepts and their real-world engineering applications. Covering core topics with examples, practice problems, and application-based exercises, the book helps students and professionals strengthen problem-solving, analytical reasoning, and mathematical modelling skills. Designed for engineering and applied science learners, it serves both as a learning guide and a refresher for professionals seeking to enhance their technical mathematics proficiency.",2026-05-21T10:29:09.127Z,20,TRUE,Wiley
General,Communication Theory At The Crossroads,Deetz,9781394215690,54.95,USD,352,2025,General,/images/books/9781394215690.webp,,"Communication Theory at the Crossroads presents a fresh and integrated approach to understanding communication in an increasingly complex and divided world. Grounded in systemic constructionist and relational perspectives, the book explores how communication theory can help individuals and groups navigate social change, interdependence, technology-driven interactions, and contemporary conflicts. Combining theoretical insights with practical application, it encourages students to think critically, engage as active social scientists, and use communication concepts to foster productive, collaborative, and creative human interaction.",2026-05-21T10:30:24.651Z,20,TRUE,Wiley
"Business Management, Finance & Accounting","Undisrupted: Leadership Essentials On Business Transformation, Profitability And Future Readiness",Khan,9781394215829,29.95,USD,320,2025,Management,/images/books/9781394215829.webp,,"Undisrupted: Leadership Essentials on Creating a Future-Ready Organization offers a practical roadmap for leaders seeking to build adaptable, resilient, and innovation-driven organizations in a rapidly changing world. Drawing on insights from futurist Ian Khan, the book introduces the Future Readiness Score™ and explores seven key pillars of organizational success, including engagement, learning, collaboration, culture, innovation, and execution. Combining strategic guidance with real-world insights, it helps business leaders, entrepreneurs, and managers prepare for uncertainty, embrace change, and create sustainable growth in the future economy.",2026-05-21T10:32:06.060Z,20,TRUE,Wiley
Engineering,"Transforming The Construction Industry With Blockchain - Enhancing Efficiency, Transparency, And Collaboration",Harty,9781394216383,92.95,USD,272,2025,Engineering,/images/books/9781394216383.webp,,"Transforming the Construction Industry with Blockchain explores how blockchain, along with emerging technologies like AI and machine learning, is reshaping the construction sector through improved transparency, security, and collaboration. The book explains blockchain fundamentals and demonstrates their practical applications in construction projects, including better data management, streamlined workflows, reduced subcontracting inefficiencies, and sustainable project practices. Supported by real-world case studies, it serves as a valuable guide for construction professionals, project stakeholders, and industry leaders looking to adopt smarter and more efficient digital solutions.",2026-05-21T10:33:22.192Z,20,TRUE,Wiley
Chemistry,"Accident Prevention And Investigation - A Systematic Guide For Professionals, Educators, Researchers, And Students",Fukuoka,9781394216734,138.94,USD,240,2025,General,/images/books/9781394216734.webp,,"Accident Prevention and Investigation provides a practical and systematic approach to understanding, preventing, and analyzing accidents in academic and research environments. Drawing on real-world case studies, the book explores accident theory, risk management, safety systems, and investigative techniques for accidents and near-misses. It also addresses the unique safety challenges faced by universities, laboratories, and fieldwork operations, offering checklists and actionable strategies to improve campus safety and reduce risks. Ideal for faculty, researchers, and advanced students, the book serves as a valuable guide to building safer research and educational environments.",2026-05-21T10:34:45.214Z,20,TRUE,Wiley
Computer Science,Network Coding For Engineers,Médard,9781394217274,152.95,USD,272,2025,Computer,/images/books/9781394217274.webp,,"Network Coding for Engineers introduces the principles and practical applications of network coding, a technology that improves network throughput and efficiency by encoding and decoding data packets during transmission. Focusing on engineering applications such as random linear network coding (RLNC), the book explains how network coding enhances wireless, mesh, and multi-path networks while remaining compatible with legacy systems. Structured as a student-friendly guide, it covers implementation techniques, design principles, and future applications in areas like 6G and post-quantum cryptography, making it a valuable resource for engineering and computer science students studying advanced networking and communication systems.",2026-05-21T10:35:57.986Z,20,TRUE,Wiley
Science,People-Centred Pharmacy: Ethical Challenges In Everyday Practice,Seedhouse,9781394218776,54.95,USD,224,2025,Medical,/images/books/9781394218776.webp,,"People-Centred Pharmacy: Ethical Challenges in Everyday Practice explores the ethical dilemmas pharmacists encounter in daily professional practice and provides practical guidance for responsible decision-making in pharmaceutical care. Focusing on real-world scenarios, the book presents a people-centered and interdisciplinary approach to ethical reasoning that considers the interests of patients, pharmacists, and healthcare systems alike. With examples drawn from pharmacy practice and collaboration with pharmacy educators, it serves as a valuable resource for pharmacists, pharmacy staff, and students seeking to strengthen their ethical judgement and patient-care decision-making skills.",2026-05-21T10:38:15.114Z,20,TRUE,Wiley
Mathematics & Statistics,Storytelling with Data: A Data Visualization Guide for Business Professionals,Cole Nussbaumer Knaflic,9781119002253,41.95,USD,288,2015,General,/images/books/9781119002253.webp,,"A practical and engaging guide to effective data visualization, Storytelling with Data teaches readers how to transform complex data into clear, compelling, and impactful visual stories. Combining design principles with real-world examples, the book explains how to choose the right charts, eliminate unnecessary clutter, highlight key insights, and communicate data with clarity and purpose. Focused on audience understanding and storytelling techniques, it helps professionals, analysts, and students create presentations and visualizations that are both informative and memorable.",2026-05-22T10:05:55.013Z,20,TRUE,Wiley
General,Fact Forward: The Perils Of Bad Information And The Promise Of A Data-Savvy Society,Gaylin,9781394219896,29.95,USD,288,2025,General,/images/books/9781394219896.webp,,"Fact Forward: The Perils of Bad Information and the Promise of a Data-Savvy Society examines how the explosion of data has created both new opportunities and growing challenges related to misinformation, trust, and data literacy. The book explores the roles of data producers, communicators, and consumers in shaping a more informed society, emphasizing the need for transparency, responsible communication, and stronger data education. Combining insights from social science and data science, it provides a thoughtful guide for leaders, professionals, and readers seeking to better understand how data influences decision-making, public trust, and modern society.",2026-05-22T11:44:51.411Z,20,TRUE,Wiley
"Business Management, Finance & Accounting",Digital Mavericks,Soon,9781394220892,27.95,USD,256,2025,Management,/images/books/9781394220892.webp,,"Digital Mavericks: A Guide to Web3, NFTs, and Becoming the Main Character in the Next Internet Revolution explores how blockchain technology, NFTs, and Web3 are reshaping careers, creativity, and digital communities. Combining practical guidance with real-world stories from entrepreneurs, artists, and innovators, the book explains the evolution of the internet, the fundamentals of Web3, and how individuals can successfully navigate this emerging digital ecosystem. Accessible and forward-looking, it serves as a valuable introduction for readers interested in blockchain innovation, digital ownership, online communities, and the future of the internet.",2026-05-22T11:47:06.610Z,20,TRUE,Wiley
Engineering,"Bim Handbook - A Guide To Building Information Modeling For Owners, Designers, Engineers, Contractors, And Facility Managers, 4Th Edition",Sacks,9781394222223,111.95,USD,560,2025,Engineering,/images/books/9781394222223.webp,,"A comprehensive guide to modern Building Information Modeling (BIM), BIM Handbook explores the latest tools, standards, and applications transforming the architecture, engineering, and construction industries. Covering BIM integration, digital twins, project management, simulation, and industry frameworks like ISO 19650, the book provides practical insights for owners, designers, engineers, contractors, and facility managers. Updated to reflect current industry practices, it serves as an essential resource for professionals and students involved in construction technology and digital building workflows.",2026-05-22T11:48:17.439Z,20,TRUE,Wiley
General,"Adult Development And Aging: Biopsychosocial Perspectives, 8Th Edition Paperback With Eepub Access",Whitbourne,9781394223640,147.95,USD,400,2025,General,/images/books/9781394223640.webp,,"A comprehensive and engaging introduction to the aging process, Adult Development and Aging explores adult lifespan development through a biopsychosocial perspective, examining the interaction of biological, psychological, and social factors. Covering topics such as neuroscience, genetics, cognitive changes, mental health, relationships, and healthy aging, the book combines current research with real-world examples and interactive multimedia learning tools. Ideal for students, educators, and researchers, it offers an accessible and up-to-date understanding of adult development and aging across the lifespan.",2026-05-22T11:49:36.747Z,20,TRUE,Wiley
General,Health Psychology: Applying Psychological Science To Health And Wellness Paperback With Eepub Access,Nevid,9781394227631,181.95,USD,544,2025,General,/images/books/9781394227631.webp,,"A student-friendly introduction to the connection between psychology, health, and wellness, Health Psychology: Applying Psychological Science to Health and Wellness explores how thoughts, emotions, and behaviors influence physical and mental health. Covering topics such as stress, reproductive and sexual health, chronic illness, psychological wellbeing, and health-related decision-making, the book combines current research with relatable examples and practical applications. Enhanced with interactive multimedia tools, self-assessments, quizzes, videos, and animations, it provides an engaging learning experience that encourages students to apply health psychology concepts to their everyday lives.",2026-05-22T11:50:55.062Z,20,TRUE,Wiley
Engineering,Micro Electromechanical Systems (Mems): Practical Lab Manual,Goel,9781394229833,112.95,USD,208,2025,Engineering,/images/books/9781394229833.webp,,"A practical and experiment-focused guide, Micro Electromechanical Systems (MEMS) provides comprehensive coverage of MEMS device design, fabrication, simulation, characterization, and real-world applications. The book combines foundational concepts with hands-on laboratory procedures, covering techniques such as photolithography, soft lithography, 3D printing, laser processing, and multi-physics modeling for MEMS sensors and microfluidic systems. It also explores advanced characterization methods including SEM, XRD, Raman spectroscopy, FTIR, and electrochemical analysis, while highlighting applications in wearables, energy harvesting, and microfluidics. Designed as a practical laboratory resource, it is highly valuable for students, researchers, academicians, and lab professionals working in MEMS, nanotechnology, and advanced manufacturing fields.",2026-05-22T11:52:08.394Z,20,TRUE,Wiley
General,"The Psychology Of Diversity: Beyond Prejudice And Racism, 2Nd Edition",Jones,9781394230440,85.95,USD,544,2025,General,/images/books/9781394230440.webp,,"A comprehensive and research-driven exploration of diversity, inclusion, and intergroup relations, The Psychology of Diversity: Beyond Prejudice and Racism examines how diversity shapes individual behavior, social systems, and institutional structures. Fully updated to address contemporary issues such as political polarization, health disparities, racial bias, immigration, gender diversity, and debates around equity initiatives, the book combines psychological theory, historical context, neuroscience, and real-world case studies to provide a deeper understanding of prejudice and inclusion. With evidence-based strategies for reducing bias and fostering stronger communities, it serves as an essential resource for students, educators, researchers, and professionals working in social psychology, multicultural studies, education, healthcare, public policy, and organizational leadership.",2026-05-22T11:53:36.024Z,20,TRUE,Wiley
Science,"Child And Adolescent Therapy: Science And Art, 3Rd Edition",Shapiro,9781394230716,146.95,USD,640,2025,Medical,/images/books/9781394230716.webp,,"A comprehensive and practice-oriented guide, Child and Adolescent Therapy: Science and Art introduces readers to major therapeutic approaches used in child and adolescent mental health treatment, including cognitive behavioral therapy (CBT), family systems therapy, transdiagnostic approaches, and modular psychotherapies. Rather than promoting a single method, the book emphasizes evidence-based decision-making and demonstrates how clinicians can match therapeutic strategies to individual client needs, diagnoses, and preferences. Integrating outcome research with real-world clinical reasoning, it provides practical examples of therapist-client interactions, treatment planning, and case conceptualization across common conditions such as anxiety and disruptive behavior disorders. Fully updated with contemporary research and new therapeutic models like Internal Family Systems (IFS), the book serves as an essential resource for graduate students, counselors, psychologists, social workers, and practicing mental health professionals seeking both theoretical understanding and practical therapeutic skills.",2026-05-22T11:57:53.963Z,20,TRUE,Wiley
General,Beyond Violence+: A Prevention Program For Criminal Justice-Involved Women And Gender-Diverse People Participant?S Workbook,Covington,9781394230792,39.94,USD,368,2025,General,/images/books/9781394230792.webp,,"Beyond Violence: A Prevention Program for Criminal Justice-Involved Women is a comprehensive, evidence-based intervention program developed specifically for women in correctional settings who have committed violent offenses. Structured around 20 interactive sessions, the program explores the personal, relational, social, and emotional factors connected to violence, helping participants understand how thoughts, feelings, trauma, relationships, and environmental influences contribute to violent behavior. Combining a detailed Facilitator Guide with a Participant Workbook, the program teaches practical life skills such as communication, conflict resolution, emotional regulation, decision-making, and calming techniques while encouraging self-reflection and group support. Designed for counselors, mental health professionals, and criminal justice program administrators, the program provides a trauma-informed and gender-responsive framework aimed at rehabilitation, personal growth, and violence prevention.",2026-05-22T11:59:05.238Z,20,TRUE,Wiley
General,The Handbook Of Linguistic Landscapes And Multilingualism,Gorter,9781394231775,200.95,USD,640,2025,General,/images/books/9781394231775.webp,,"The Handbook of Linguistic Landscapes and Multilingualism offers a comprehensive exploration of how linguistic landscapes, the visible use of language in public spaces such as signs, advertisements, schools, and urban environments, reflect and shape multilingualism in societies around the world. Combining theoretical perspectives, methodological approaches, and international case studies, the book examines the relationships between language, identity, space, politics, education, and social interaction. It covers emerging themes such as translanguaging, minority language ideologies, protest and conflict landscapes, and multilingual practices in cities and classrooms, while also highlighting innovative pedagogical applications for language learning and teaching. Bridging fields such as sociolinguistics, ethnography, discourse studies, education, and social geography, the handbook serves as an essential resource for graduate students, researchers, and scholars interested in multilingualism, language policy, and the social dynamics of language in public spaces.",2026-05-22T12:00:41.295Z,20,TRUE,Wiley
Computer Science,Design And Forecasting Models For Disease Management,Dutta,9781394234042,235.95,USD,336,2025,Computer,/images/books/9781394234042.webp,,"Design and Forecasting Models for Disease Management explores how computational methods, artificial intelligence, and machine learning techniques can support smarter and more effective disease management. Comprising 13 chapters, the book examines statistical models, data analysis methods, hybrid machine learning approaches, and biomedical computing techniques used for early disease detection, prediction, diagnosis, and forecasting. It highlights applications such as image segmentation, cellular-level disease analysis, predictive modeling, and intelligent diagnostic systems designed to assist medical experts in identifying disease patterns and improving healthcare decision-making. Combining concepts from computational biology, bioinformatics, epidemiology, and information technology, the book serves as a valuable resource for researchers, engineers, and graduate students interested in AI-driven healthcare analytics and disease forecasting systems.",2026-05-22T12:02:16.690Z,20,TRUE,Wiley
